#dim = 2
#xspins = 100
#yspins = 100
#J = 2
#B = 5
#beta = 0.333333
#betaMax = 0.5
#steps = 400
#running = 100000

2.125 0.897688 0.00269
2.0625 0.897699 0.00245
2 0.897536 0.00268
1.9375 0.897857 0.00242
1.875 0.897437 0.00298
1.8125 0.897258 0.00294
1.75 0.897232 0.00312
1.6875 0.897197 0.00335
1.625 0.896859 0.00333
1.5625 0.895569 0.00432
1.5 0.897155 0.0033
1.4375 0.896954 0.00359
1.375 0.896168 0.00388
1.3125 0.896346 0.00435
1.25 0.896061 0.00457
1.1875 0.895661 0.005
1.125 0.895917 0.00499
1.0625 0.895072 0.00543
1 0.894563 0.00581
0.9375 0.895073 0.00578
0.875 0.894717 0.00603
0.8125 0.893978 0.00661
0.75 0.893849 0.00659
0.6875 0.892984 0.00759
0.625 0.893341 0.00767
0.5625 0.893003 0.00793
0.5 0.893016 0.00834
0.4375 0.89202 0.00851
0.375 0.892262 0.00884
0.3125 0.890718 0.00991
0.25 0.890216 0.01075
0.1875 0.889547 0.0117
0.125 0.888779 0.01229
0.0625 0.888502 0.01274
0 0.888386 0.0126
-0.0625 0.883291 0.01613
-0.125 0.882716 0.0161
-0.1875 0.88485 0.01608
-0.25 0.884072 0.01719
-0.3125 0.882694 0.01866
-0.375 0.882761 0.0185
-0.4375 0.877249 0.02198
-0.5 0.868518 0.02621
-0.5625 0.85862 0.02901
-0.625 0.856433 0.02786
-0.6875 0.832861 0.03667
-0.75 0.801341 0.042
-0.8125 0.736066 0.04907
-0.875 0.621346 0.05881
-0.9375 0.446623 0.06294
-1 0.218549 0.06342
-1.0625 -0.0431296 0.06637
-1.125 -0.362694 0.0662
-1.1875 -0.701814 0.0449
-1.25 -0.866234 0.01459
-1.3125 -0.894453 0.00527
-1.375 -0.896557 0.00374
-1.4375 -0.896808 0.00368
-1.5 -0.896079 0.00397
-1.5625 -0.896607 0.00332
-1.625 -0.896779 0.00404
-1.6875 -0.896452 0.00389
-1.75 -0.897255 0.00302
-1.8125 -0.896948 0.00334
-1.875 -0.89661 0.0035
-1.9375 -0.897335 0.00295
-2 -0.897456 0.00275
-2.0625 -0.897663 0.00272
-2.125 -0.897805 0.00248
-2.1875 -0.897932 0.00241
-2.25 -0.898462 0.00185
-2.3125 -0.89802 0.00226
-2.375 -0.898277 0.00206
-2.4375 -0.898263 0.00231
-2.5 -0.897872 0.00251
-2.5625 -0.898462 0.00187
-2.625 -0.898409 0.00176
-2.6875 -0.898532 0.00172
-2.75 -0.898285 0.00179
-2.8125 -0.898321 0.00178
-2.875 -0.898504 0.00159
-2.9375 -0.898717 0.00144
-3 -0.898857 0.00117
-3.0625 -0.899153 0.00119
-3.125 -0.89919 0.00096
-3.1875 -0.899185 0.00095
-3.25 -0.899143 0.001
-3.3125 -0.898653 0.00126
-3.375 -0.899353 0.00095
-3.4375 -0.898895 0.00108
-3.5 -0.899235 0.00097
-3.5625 -0.899353 0.00101
-3.625 -0.899034 0.00111
-3.6875 -0.899608 0.00078
-3.75 -0.899436 0.00069
-3.8125 -0.899129 0.00066
-3.875 -0.899478 0.00066
-3.9375 -0.899492 0.00058
-4 -0.899065 0.00084
-4.0625 -0.899473 0.00075
-4.125 -0.899319 0.00049
-4.1875 -0.899646 0.00052
-4.25 -0.89911 0.00065
-4.3125 -0.899504 0.00071
-4.375 -0.899599 0.00052
-4.4375 -0.899513 0.00053
-4.5 -0.899353 0.00053
-4.5625 -0.899521 0.00041
-4.625 -0.899389 0.00046
-4.6875 -0.899661 0.00041
-4.75 -0.899572 0.00037
-4.8125 -0.899954 0.00024
-4.875 -0.899722 0.00044
-4.9375 -0.899656 0.00043
-5 -0.899761 0.00045
-4.9375 -0.899843 0.0003
-4.875 -0.899844 0.00042
-4.8125 -0.899892 0.00041
-4.75 -0.899527 0.00056
-4.6875 -0.89997 0.00037
-4.625 -0.899698 0.00052
-4.5625 -0.899614 0.00048
-4.5 -0.899125 0.00066
-4.4375 -0.899639 0.0005
-4.375 -0.899367 0.00041
-4.3125 -0.89983 0.00042
-4.25 -0.899143 0.00078
-4.1875 -0.900076 0.00043
-4.125 -0.899511 0.0007
-4.0625 -0.899403 0.00048
-4 -0.899677 0.00062
-3.9375 -0.89918 0.00102
-3.875 -0.899552 0.00058
-3.8125 -0.899038 0.00079
-3.75 -0.899151 0.00082
-3.6875 -0.899591 0.00073
-3.625 -0.899257 0.00094
-3.5625 -0.899456 0.0008
-3.5 -0.898983 0.00096
-3.4375 -0.899113 0.00102
-3.375 -0.899244 0.00093
-3.3125 -0.899054 0.00099
-3.25 -0.899204 0.00114
-3.1875 -0.898888 0.00108
-3.125 -0.899211 0.00108
-3.0625 -0.898523 0.00134
-3 -0.898933 0.00124
-2.9375 -0.898269 0.00158
-2.875 -0.898357 0.00162
-2.8125 -0.898649 0.00139
-2.75 -0.898437 0.00162
-2.6875 -0.898168 0.00187
-2.625 -0.898746 0.00164
-2.5625 -0.898075 0.00194
-2.5 -0.898686 0.00152
-2.4375 -0.898381 0.00213
-2.375 -0.89779 0.00234
-2.3125 -0.897744 0.00247
-2.25 -0.898472 0.00194
-2.1875 -0.898209 0.00177
-2.125 -0.897474 0.00257
-2.0625 -0.897596 0.00301
-2 -0.897707 0.00248
-1.9375 -0.897252 0.00319
-1.875 -0.897181 0.00325
-1.8125 -0.897381 0.00297
-1.75 -0.897023 0.00354
-1.6875 -0.896616 0.00363
-1.625 -0.897219 0.00295
-1.5625 -0.896366 0.00397
-1.5 -0.897145 0.00332
-1.4375 -0.896081 0.00437
-1.375 -0.896194 0.00412
-1.3125 -0.896072 0.00442
-1.25 -0.895423 0.00502
-1.1875 -0.895783 0.00474
-1.125 -0.895644 0.00489
-1.0625 -0.895125 0.00521
-1 -0.895393 0.00545
-0.9375 -0.894961 0.00569
-0.875 -0.894276 0.00658
-0.8125 -0.894416 0.00631
-0.75 -0.894065 0.00705
-0.6875 -0.894081 0.00672
-0.625 -0.893392 0.00728
-0.5625 -0.893462 0.0075
-0.5 -0.892186 0.00866
-0.4375 -0.892212 0.00907
-0.375 -0.89078 0.00996
-0.3125 -0.89102 0.01001
-0.25 -0.890009 0.01071
-0.1875 -0.889032 0.01173
-0.125 -0.89 0.01063
-0.0625 -0.888825 0.01213
0 -0.889058 0.0125
0.0625 -0.885708 0.01563
0.125 -0.886085 0.01504
0.1875 -0.886319 0.01505
0.25 -0.885347 0.01589
0.3125 -0.883099 0.01809
0.375 -0.881031 0.02007
0.4375 -0.878259 0.02219
0.5 -0.872228 0.02546
0.5625 -0.867824 0.02672
0.625 -0.854287 0.0285
0.6875 -0.829316 0.03327
0.75 -0.785098 0.03846
0.8125 -0.722612 0.04363
0.875 -0.627292 0.0486
0.9375 -0.496972 0.05697
1 -0.318346 0.06549
1.0625 -0.0519989 0.07159
1.125 0.31666 0.07526
1.1875 0.68467 0.04372
1.25 0.840449 0.01702
1.3125 0.890608 0.00726
1.375 0.896184 0.00421
1.4375 0.896022 0.00453
1.5 0.896095 0.00433
1.5625 0.896409 0.00386
1.625 0.896914 0.00342
1.6875 0.896784 0.00372
1.75 0.897027 0.00343
1.8125 0.896792 0.00353
1.875 0.897603 0.00282
1.9375 0.89726 0.00302
2 0.897297 0.00299
2.0625 0.89776 0.00246
2.125 0.897481 0.00267
2.1875 0.897649 0.00253
2.25 0.898484 0.00191
2.3125 0.897802 0.00233
2.375 0.898196 0.00186
2.4375 0.898376 0.00181
2.5 0.89813 0.00221
2.5625 0.897723 0.00225
2.625 0.898481 0.00177
2.6875 0.89851 0.00167
2.75 0.898799 0.00161
2.8125 0.898495 0.0016
2.875 0.898424 0.00145
2.9375 0.898895 0.0014
3 0.898782 0.00136
3.0625 0.899191 0.00092
3.125 0.898343 0.00136
3.1875 0.898912 0.00111
3.25 0.899016 0.00133
3.3125 0.898966 0.00116
3.375 0.899053 0.00093
3.4375 0.899011 0.00114
3.5 0.898838 0.00103
3.5625 0.898714 0.00079
3.625 0.899348 0.00066
3.6875 0.899085 0.00092
3.75 0.899258 0.00075
3.8125 0.899623 0.00054
3.875 0.899368 0.00061
3.9375 0.899603 0.00056
4 0.899148 0.00091
4.0625 0.899463 0.00065
4.125 0.899425 0.00067
4.1875 0.899421 0.00059
4.25 0.899575 0.00049
4.3125 0.899671 0.00052
4.375 0.899484 0.00049
4.4375 0.899421 0.00037
4.5 0.899395 0.00052
4.5625 0.899493 0.00048
4.625 0.898946 0.00064
4.6875 0.899597 0.00032
4.75 0.89982 0.00034
4.8125 0.899358 0.00039
4.875 0.899818 0.00039
4.9375 0.899856 0.00033
0 0.886891 0.01359
#Berechnungszeit:
#  Init = 0.000831 sec
#  Loop = 21.158 sec
#  Ges  = 21.1588 sec
